dataset,population,file,unit,option
gnu,human,git_git__contrib_completion_git-completion.bash,sed,-n
gnu,human,git_git__contrib_completion_git-completion.bash,sed,-e
gnu,human,git_git__contrib_completion_git-completion.bash,sed,-n
gnu,human,git_git__contrib_completion_git-completion.bash,sed,-e
gnu,human,git_git__contrib_completion_git-completion.bash,echo,
gnu,human,git_git__contrib_completion_git-completion.bash,echo,
gnu,human,git_git__contrib_completion_git-prompt.sh,tr,
gnu,human,git_git__contrib_diff-highlight_t_t9400-diff-highlight.sh,cat,
gnu,human,git_git__contrib_diff-highlight_t_t9400-diff-highlight.sh,cat,
gnu,human,git_git__contrib_diff-highlight_t_t9400-diff-highlight.sh,cat,
gnu,human,git_git__contrib_diff-highlight_t_t9400-diff-highlight.sh,sed,-n
gnu,human,git_git__contrib_diff-highlight_t_t9400-diff-highlight.sh,echo,
gnu,human,git_git__contrib_diff-highlight_t_t9400-diff-highlight.sh,echo,
gnu,human,git_git__contrib_diff-highlight_t_t9400-diff-highlight.sh,echo,
gnu,human,git_git__contrib_diff-highlight_t_t9400-diff-highlight.sh,echo,
gnu,human,git_git__contrib_diff-highlight_t_t9400-diff-highlight.sh,echo,
gnu,human,git_git__contrib_diff-highlight_t_t9400-diff-highlight.sh,cat,
gnu,human,git_git__contrib_diff-highlight_t_t9400-diff-highlight.sh,cat,
gnu,human,git_git__contrib_diff-highlight_t_t9400-diff-highlight.sh,cat,
gnu,human,git_git__contrib_diff-highlight_t_t9400-diff-highlight.sh,cat,
gnu,human,git_git__contrib_diff-highlight_t_t9400-diff-highlight.sh,cat,
gnu,human,git_git__contrib_diff-highlight_t_t9400-diff-highlight.sh,cat,
gnu,human,git_git__contrib_diff-highlight_t_t9400-diff-highlight.sh,cat,
gnu,human,git_git__contrib_diff-highlight_t_t9400-diff-highlight.sh,cat,
gnu,human,git_git__contrib_diff-highlight_t_t9400-diff-highlight.sh,cat,
gnu,human,git_git__contrib_diff-highlight_t_t9400-diff-highlight.sh,cat,
gnu,human,git_git__contrib_diff-highlight_t_t9400-diff-highlight.sh,echo,
gnu,human,git_git__contrib_diff-highlight_t_t9400-diff-highlight.sh,echo,
gnu,human,git_git__contrib_diff-highlight_t_t9400-diff-highlight.sh,echo,
gnu,human,git_git__contrib_diff-highlight_t_t9400-diff-highlight.sh,echo,
gnu,human,git_git__contrib_diff-highlight_t_t9400-diff-highlight.sh,grep,
gnu,human,git_git__contrib_diff-highlight_t_t9400-diff-highlight.sh,echo,
gnu,human,git_git__contrib_diff-highlight_t_t9400-diff-highlight.sh,echo,
gnu,human,git_git__contrib_diff-highlight_t_t9400-diff-highlight.sh,echo,
gnu,human,git_git__contrib_diff-highlight_t_t9400-diff-highlight.sh,cat,
gnu,human,git_git__contrib_diff-highlight_t_t9400-diff-highlight.sh,sed,-n
gnu,human,git_git__contrib_diff-highlight_t_t9400-diff-highlight.sh,cat,
gnu,human,git_git__contrib_diff-highlight_t_t9400-diff-highlight.sh,sed,
gnu,human,git_git__contrib_diff-highlight_t_t9400-diff-highlight.sh,mv,
gnu,human,git_git__contrib_diff-highlight_t_t9400-diff-highlight.sh,cat,
gnu,human,git_git__contrib_diff-highlight_t_t9400-diff-highlight.sh,sed,-n
gnu,human,git_git__contrib_diff-highlight_t_t9400-diff-highlight.sh,echo,
gnu,human,git_git__contrib_diff-highlight_t_t9400-diff-highlight.sh,echo,
gnu,human,git_git__contrib_diff-highlight_t_t9400-diff-highlight.sh,echo,
gnu,human,git_git__contrib_diff-highlight_t_t9400-diff-highlight.sh,echo,
gnu,human,git_git__contrib_vscode_init.sh,echo,
gnu,human,git_git__contrib_vscode_init.sh,dirname,
gnu,human,git_git__contrib_vscode_init.sh,mkdir,-p
gnu,human,git_git__contrib_vscode_init.sh,cat,
gnu,human,git_git__contrib_vscode_init.sh,uname,-s
gnu,human,git_git__contrib_vscode_init.sh,cat,
gnu,human,git_git__contrib_vscode_init.sh,cat,
gnu,human,git_git__contrib_vscode_init.sh,echo,
gnu,human,git_git__contrib_vscode_init.sh,sed,
gnu,human,git_git__contrib_vscode_init.sh,echo,
gnu,human,git_git__contrib_vscode_init.sh,echo,
gnu,human,git_git__contrib_vscode_init.sh,echo,
gnu,human,git_git__contrib_vscode_init.sh,echo,
gnu,human,git_git__contrib_vscode_init.sh,echo,
gnu,human,git_git__contrib_vscode_init.sh,echo,
gnu,human,git_git__contrib_vscode_init.sh,echo,
gnu,human,git_git__contrib_vscode_init.sh,sort,
gnu,human,git_git__contrib_vscode_init.sh,sed,
gnu,human,git_git__contrib_vscode_init.sh,echo,
gnu,human,git_git__contrib_vscode_init.sh,echo,
gnu,human,git_git__contrib_vscode_init.sh,echo,
gnu,human,git_git__contrib_vscode_init.sh,sort,
gnu,human,git_git__contrib_vscode_init.sh,sed,
gnu,human,git_git__contrib_vscode_init.sh,echo,
gnu,human,git_git__contrib_vscode_init.sh,echo,
gnu,human,git_git__contrib_vscode_init.sh,echo,
gnu,human,git_git__contrib_vscode_init.sh,echo,
gnu,human,git_git__contrib_vscode_init.sh,echo,
gnu,human,git_git__contrib_vscode_init.sh,echo,
gnu,human,git_git__contrib_vscode_init.sh,echo,
gnu,human,git_git__contrib_vscode_init.sh,echo,
gnu,human,git_git__contrib_vscode_init.sh,echo,
gnu,human,git_git__contrib_vscode_init.sh,echo,
gnu,human,git_git__contrib_vscode_init.sh,echo,
gnu,human,git_git__contrib_vscode_init.sh,echo,
gnu,human,git_git__contrib_vscode_init.sh,echo,
gnu,human,git_git__contrib_vscode_init.sh,echo,
gnu,human,git_git__contrib_vscode_init.sh,echo,
gnu,human,git_git__contrib_vscode_init.sh,rm,
gnu,human,git_git__contrib_vscode_init.sh,mv,
gnu,human,git_git__contrib_vscode_init.sh,mv,
gnu,human,git_git__Documentation_install-doc-quick.sh,echo,
gnu,human,git_git__Documentation_install-doc-quick.sh,rm,-f
gnu,human,git_git__Documentation_install-doc-quick.sh,gzip,-f
gnu,human,git_git__Documentation_install-doc-quick.sh,rm,-f
gnu,human,git_git__Documentation_install-webdoc.sh,echo,
gnu,human,git_git__Documentation_install-webdoc.sh,rm,-f
gnu,human,git_git__Documentation_install-webdoc.sh,dirname,
gnu,human,git_git__Documentation_install-webdoc.sh,mkdir,-p
gnu,human,git_git__Documentation_install-webdoc.sh,cp,
gnu,human,git_git__Documentation_install-webdoc.sh,echo,
gnu,human,git_git__Documentation_install-webdoc.sh,sed,-e
gnu,human,git_git__Documentation_install-webdoc.sh,expr,
gnu,human,git_git__Documentation_install-webdoc.sh,echo,
gnu,human,git_git__Documentation_install-webdoc.sh,rm,-f
gnu,human,git_git__Documentation_install-webdoc.sh,ln,-s
gnu,human,git_git__Documentation_install-webdoc.sh,ln,-f
gnu,human,git_git__Documentation_technical_api-index.sh,echo,
gnu,human,git_git__Documentation_technical_api-index.sh,sed,-e
gnu,human,git_git__Documentation_technical_api-index.sh,echo,
gnu,human,git_git__Documentation_technical_api-index.sh,ls,
gnu,human,git_git__Documentation_technical_api-index.sh,sed,-e
gnu,human,git_git__Documentation_technical_api-index.sh,echo,
gnu,human,git_git__Documentation_technical_api-index.sh,echo,
gnu,human,git_git__Documentation_technical_api-index.sh,sed,-n
gnu,human,git_git__Documentation_technical_api-index.sh,sed,-e
gnu,human,git_git__Documentation_technical_api-index.sh,cmp,
gnu,human,git_git__Documentation_technical_api-index.sh,rm,-f
gnu,human,git_git__Documentation_technical_api-index.sh,mv,
gnu,human,git_git__git-merge-one-file.sh,echo,
gnu,human,git_git__git-merge-one-file.sh,echo,
gnu,human,git_git__git-merge-one-file.sh,echo,
gnu,human,git_git__git-merge-one-file.sh,echo,
gnu,human,git_git__git-merge-one-file.sh,rm,-f
gnu,human,git_git__git-merge-one-file.sh,expr,
gnu,human,git_git__git-merge-one-file.sh,rmdir,-p
gnu,human,git_git__git-merge-one-file.sh,echo,
gnu,human,git_git__git-merge-one-file.sh,echo,
gnu,human,git_git__git-merge-one-file.sh,echo,
gnu,human,git_git__git-merge-one-file.sh,echo,
gnu,human,git_git__git-merge-one-file.sh,echo,
gnu,human,git_git__git-merge-one-file.sh,echo,
gnu,human,git_git__git-merge-one-file.sh,echo,
gnu,human,git_git__git-merge-one-file.sh,echo,
gnu,human,git_git__git-merge-one-file.sh,echo,
gnu,human,git_git__git-merge-one-file.sh,cat,
gnu,human,git_git__git-merge-one-file.sh,rm,-f
gnu,human,git_git__git-merge-one-file.sh,echo,
gnu,human,git_git__git-merge-one-file.sh,echo,
gnu,human,git_git__git-mergetool.sh,mktemp,-d
gnu,human,git_git__git-mergetool.sh,mktemp,-t
gnu,human,git_git__git-mergetool.sh,rm,-r
gnu,human,git_git__git-mergetool.sh,rm,-f
gnu,human,git_git__git-mergetool.sh,mv,
gnu,human,git_git__git-mergetool.sh,rm,-f
gnu,human,git_git__git-mergetool.sh,rm,-f
gnu,human,git_git__git-mergetool.sh,rmdir,
gnu,human,git_git__git-mergetool.sh,echo,
gnu,human,git_git__git-mergetool.sh,echo,
gnu,human,git_git__git-mergetool.sh,echo,
gnu,human,git_git__git-mergetool.sh,echo,
gnu,human,git_git__git-mergetool.sh,echo,
gnu,human,git_git__git-mergetool.sh,mv,
gnu,human,git_git__git-mergetool.sh,mv,
gnu,human,git_git__git-mergetool.sh,mv,
gnu,human,git_git__git-mergetool.sh,mv,
gnu,human,git_git__git-mergetool.sh,mkdir,-p
gnu,human,git_git__git-mergetool.sh,mv,
gnu,human,git_git__git-mergetool.sh,echo,
gnu,human,git_git__git-mergetool.sh,echo,
gnu,human,git_git__git-mergetool.sh,echo,
gnu,human,git_git__git-mergetool.sh,mv,
gnu,human,git_git__git-mergetool.sh,cp,
gnu,human,git_git__git-mergetool.sh,dirname,
gnu,human,git_git__git-mergetool.sh,mkdir,-p
gnu,human,git_git__git-mergetool.sh,echo,
gnu,human,git_git__git-mergetool.sh,dirname,
gnu,human,git_git__git-mergetool.sh,rmdir,-p
gnu,human,git_git__git-mergetool.sh,echo,
gnu,human,git_git__git-mergetool.sh,echo,
gnu,human,git_git__git-mergetool.sh,echo,
gnu,human,git_git__git-mergetool.sh,mv,
gnu,human,git_git__git-mergetool.sh,mv,
gnu,human,git_git__git-mergetool.sh,rm,
gnu,human,git_git__git-mergetool.sh,echo,
gnu,human,git_git__git-mergetool.sh,echo,
gnu,human,git_git__git-mergetool.sh,echo,
gnu,human,git_git__git-mergetool.sh,sed,-e
gnu,human,git_git__git-mergetool.sh,diff,--name-only
gnu,human,git_git__git-mergetool.sh,diff,--diff-filter
gnu,human,git_git__t_perf_p7300-clean.sh,rm,-r
gnu,human,git_git__t_perf_p7300-clean.sh,rm,-f
gnu,human,git_git__t_perf_p7300-clean.sh,mkdir,
gnu,human,git_git__t_perf_p7300-clean.sh,mkdir,
gnu,human,git_git__t_perf_p7300-clean.sh,cp,-r
gnu,human,git_git__t_perf_repos_inflate-repo.sh,echo,
gnu,human,git_git__t_perf_repos_inflate-repo.sh,cat,
gnu,human,git_git__t_perf_repos_inflate-repo.sh,wc,-l
gnu,human,git_git__t_perf_repos_inflate-repo.sh,echo,
gnu,human,git_git__t_perf_repos_inflate-repo.sh,echo,
gnu,human,git_git__t_perf_repos_inflate-repo.sh,rm,
gnu,human,git_git__t_perf_repos_inflate-repo.sh,echo,
gnu,human,git_git__t_perf_repos_inflate-repo.sh,sed,-e
gnu,human,git_git__t_perf_repos_inflate-repo.sh,expr,
gnu,human,git_git__t_perf_repos_inflate-repo.sh,expr,
gnu,human,git_git__t_perf_repos_inflate-repo.sh,rm,
gnu,human,git_git__t_perf_repos_inflate-repo.sh,echo,
gnu,human,git_git__t_perf_repos_inflate-repo.sh,wc,-l
gnu,human,git_git__t_perf_repos_inflate-repo.sh,echo,
gnu,human,git_git__t_t1300-config.sh,rm,-f
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cp,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cp,
gnu,human,git_git__t_t1300-config.sh,rm,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,echo,
gnu,human,git_git__t_t1300-config.sh,echo,
gnu,human,git_git__t_t1300-config.sh,echo,
gnu,human,git_git__t_t1300-config.sh,echo,
gnu,human,git_git__t_t1300-config.sh,echo,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,mkdir,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,rm,-f
gnu,human,git_git__t_t1300-config.sh,echo,
gnu,human,git_git__t_t1300-config.sh,echo,
gnu,human,git_git__t_t1300-config.sh,echo,
gnu,human,git_git__t_t1300-config.sh,echo,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,rm,-f
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,rm,-f
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,rm,-f
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,rm,-f
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,rm,-f
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,echo,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,echo,
gnu,human,git_git__t_t1300-config.sh,rm,
gnu,human,git_git__t_t1300-config.sh,echo,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,rm,
gnu,human,git_git__t_t1300-config.sh,echo,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,rm,-f
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,echo,
gnu,human,git_git__t_t1300-config.sh,echo,
gnu,human,git_git__t_t1300-config.sh,ln,-s
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,ln,-s
gnu,human,git_git__t_t1300-config.sh,ln,-s
gnu,human,git_git__t_t1300-config.sh,echo,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,echo,
gnu,human,git_git__t_t1300-config.sh,echo,
gnu,human,git_git__t_t1300-config.sh,echo,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,echo,
gnu,human,git_git__t_t1300-config.sh,echo,
gnu,human,git_git__t_t1300-config.sh,echo,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,echo,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,echo,
gnu,human,git_git__t_t1300-config.sh,echo,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,echo,
gnu,human,git_git__t_t1300-config.sh,echo,
gnu,human,git_git__t_t1300-config.sh,echo,
gnu,human,git_git__t_t1300-config.sh,echo,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,echo,
gnu,human,git_git__t_t1300-config.sh,echo,
gnu,human,git_git__t_t1300-config.sh,echo,
gnu,human,git_git__t_t1300-config.sh,echo,
gnu,human,git_git__t_t1300-config.sh,echo,
gnu,human,git_git__t_t1300-config.sh,echo,
gnu,human,git_git__t_t1300-config.sh,echo,
gnu,human,git_git__t_t1300-config.sh,echo,
gnu,human,git_git__t_t1300-config.sh,echo,
gnu,human,git_git__t_t1300-config.sh,echo,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,echo,
gnu,human,git_git__t_t1300-config.sh,echo,
gnu,human,git_git__t_t1300-config.sh,echo,
gnu,human,git_git__t_t1300-config.sh,echo,
gnu,human,git_git__t_t1300-config.sh,echo,
gnu,human,git_git__t_t1300-config.sh,echo,
gnu,human,git_git__t_t1300-config.sh,echo,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,grep,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,chmod,
gnu,human,git_git__t_t1300-config.sh,mkdir,-p
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,echo,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,echo,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t1300-config.sh,cat,
gnu,human,git_git__t_t4005-diff-rename-2.sh,cat,
gnu,human,git_git__t_t4005-diff-rename-2.sh,echo,
gnu,human,git_git__t_t4005-diff-rename-2.sh,echo,
gnu,human,git_git__t_t4005-diff-rename-2.sh,sed,-e
gnu,human,git_git__t_t4005-diff-rename-2.sh,sed,-e
gnu,human,git_git__t_t4005-diff-rename-2.sh,rm,-f
gnu,human,git_git__t_t4005-diff-rename-2.sh,cat,
gnu,human,git_git__t_t4005-diff-rename-2.sh,mv,
gnu,human,git_git__t_t4005-diff-rename-2.sh,cat,
gnu,human,git_git__t_t4005-diff-rename-2.sh,cat,
gnu,human,git_git__t_t4005-diff-rename-2.sh,cat,
gnu,human,git_git__t_t4121-apply-diffs.sh,echo,
gnu,human,git_git__t_t4121-apply-diffs.sh,mv,
gnu,human,git_git__t_t4121-apply-diffs.sh,echo,
gnu,human,git_git__t_t4121-apply-diffs.sh,cat,
gnu,human,git_git__t_t4121-apply-diffs.sh,rm,
gnu,human,git_git__t_t4121-apply-diffs.sh,echo,
gnu,human,git_git__t_t4255-am-submodule.sh,rm,-f
gnu,human,git_git__t_t5307-pack-missing-commit.sh,echo,
gnu,human,git_git__t_t5307-pack-missing-commit.sh,expr,
gnu,human,git_git__t_t5307-pack-missing-commit.sh,expr,
gnu,human,git_git__t_t5307-pack-missing-commit.sh,rm,-f
gnu,human,git_git__t_t5307-pack-missing-commit.sh,echo,
gnu,human,git_git__t_t5526-fetch-submodules.sh,echo,
gnu,human,git_git__t_t5526-fetch-submodules.sh,echo,
gnu,human,git_git__t_t5526-fetch-submodules.sh,echo,
gnu,human,git_git__t_t5526-fetch-submodules.sh,echo,
gnu,human,git_git__t_t5526-fetch-submodules.sh,echo,
gnu,human,git_git__t_t5526-fetch-submodules.sh,echo,
gnu,human,git_git__t_t5526-fetch-submodules.sh,echo,
gnu,human,git_git__t_t5526-fetch-submodules.sh,echo,
gnu,human,git_git__t_t5526-fetch-submodules.sh,mkdir,
gnu,human,git_git__t_t5526-fetch-submodules.sh,echo,
gnu,human,git_git__t_t5526-fetch-submodules.sh,mkdir,
gnu,human,git_git__t_t5526-fetch-submodules.sh,echo,
gnu,human,git_git__t_t5526-fetch-submodules.sh,grep,
gnu,human,git_git__t_t5526-fetch-submodules.sh,echo,
gnu,human,git_git__t_t5526-fetch-submodules.sh,echo,
gnu,human,git_git__t_t5526-fetch-submodules.sh,head,
gnu,human,git_git__t_t5526-fetch-submodules.sh,echo,
gnu,human,git_git__t_t5526-fetch-submodules.sh,echo,
gnu,human,git_git__t_t5526-fetch-submodules.sh,echo,
gnu,human,git_git__t_t5526-fetch-submodules.sh,echo,
gnu,human,git_git__t_t5526-fetch-submodules.sh,echo,
gnu,human,git_git__t_t5526-fetch-submodules.sh,cat,
gnu,human,git_git__t_t5526-fetch-submodules.sh,echo,
gnu,human,git_git__t_t5526-fetch-submodules.sh,echo,
gnu,human,git_git__t_t5526-fetch-submodules.sh,echo,
gnu,human,git_git__t_t5526-fetch-submodules.sh,echo,
gnu,human,git_git__t_t5526-fetch-submodules.sh,echo,
gnu,human,git_git__t_t5526-fetch-submodules.sh,cat,
gnu,human,git_git__t_t5526-fetch-submodules.sh,tail,
gnu,human,git_git__t_t5526-fetch-submodules.sh,echo,
gnu,human,git_git__t_t5526-fetch-submodules.sh,echo,
gnu,human,git_git__t_t5526-fetch-submodules.sh,echo,
gnu,human,git_git__t_t5526-fetch-submodules.sh,tail,
gnu,human,git_git__t_t5526-fetch-submodules.sh,echo,
gnu,human,git_git__t_t5526-fetch-submodules.sh,echo,
gnu,human,git_git__t_t5526-fetch-submodules.sh,cat,
gnu,human,git_git__t_t5526-fetch-submodules.sh,cat,
gnu,human,git_git__t_t5526-fetch-submodules.sh,echo,
gnu,human,git_git__t_t5526-fetch-submodules.sh,echo,
gnu,human,git_git__t_t5526-fetch-submodules.sh,echo,
gnu,human,git_git__t_t5526-fetch-submodules.sh,echo,
gnu,human,git_git__t_t5526-fetch-submodules.sh,echo,
gnu,human,git_git__t_t5526-fetch-submodules.sh,head,
gnu,human,git_git__t_t5526-fetch-submodules.sh,echo,
gnu,human,git_git__t_t5526-fetch-submodules.sh,echo,
gnu,human,git_git__t_t5526-fetch-submodules.sh,head,
gnu,human,git_git__t_t5526-fetch-submodules.sh,echo,
gnu,human,git_git__t_t5526-fetch-submodules.sh,echo,
gnu,human,git_git__t_t5526-fetch-submodules.sh,echo,
gnu,human,git_git__t_t5526-fetch-submodules.sh,echo,
gnu,human,git_git__t_t5526-fetch-submodules.sh,head,
gnu,human,git_git__t_t5526-fetch-submodules.sh,rm,
gnu,human,git_git__t_t5526-fetch-submodules.sh,grep,
gnu,human,git_git__t_t5526-fetch-submodules.sh,grep,
gnu,human,git_git__t_t5526-fetch-submodules.sh,grep,
gnu,human,git_git__t_t5526-fetch-submodules.sh,grep,
gnu,human,git_git__t_t5526-fetch-submodules.sh,rm,-f
gnu,human,git_git__t_t5526-fetch-submodules.sh,echo,
gnu,human,git_git__t_t5542-push-http-shallow.sh,echo,
gnu,human,git_git__t_t5542-push-http-shallow.sh,cat,
gnu,human,git_git__t_t5542-push-http-shallow.sh,cat,
gnu,human,git_git__t_t5542-push-http-shallow.sh,cat,
gnu,human,git_git__t_t5542-push-http-shallow.sh,mv,
gnu,human,git_git__t_t5542-push-http-shallow.sh,cat,
gnu,human,git_git__t_t5601-clone.sh,rm,-f
gnu,human,git_git__t_t5601-clone.sh,rm,-r
gnu,human,git_git__t_t5601-clone.sh,echo,
gnu,human,git_git__t_t5601-clone.sh,rm,-f
gnu,human,git_git__t_t5601-clone.sh,rm,-r
gnu,human,git_git__t_t5601-clone.sh,rm,-f
gnu,human,git_git__t_t5601-clone.sh,rm,-r
gnu,human,git_git__t_t5601-clone.sh,rm,-f
gnu,human,git_git__t_t5601-clone.sh,rm,-r
gnu,human,git_git__t_t5601-clone.sh,grep,
gnu,human,git_git__t_t5601-clone.sh,wc,-l
gnu,human,git_git__t_t5601-clone.sh,rm,-f
gnu,human,git_git__t_t5601-clone.sh,rm,-r
gnu,human,git_git__t_t5601-clone.sh,grep,
gnu,human,git_git__t_t5601-clone.sh,rm,-f
gnu,human,git_git__t_t5601-clone.sh,rm,-r
gnu,human,git_git__t_t5601-clone.sh,cat,
gnu,human,git_git__t_t5601-clone.sh,chmod,
gnu,human,git_git__t_t5601-clone.sh,grep,
gnu,human,git_git__t_t5601-clone.sh,mkdir,
gnu,human,git_git__t_t5601-clone.sh,mkdir,
gnu,human,git_git__t_t5601-clone.sh,mkdir,
gnu,human,git_git__t_t5601-clone.sh,rm,-f
gnu,human,git_git__t_t5601-clone.sh,rm,-r
gnu,human,git_git__t_t5601-clone.sh,rm,-r
gnu,human,git_git__t_t5601-clone.sh,rm,-f
gnu,human,git_git__t_t5601-clone.sh,rm,-r
gnu,human,git_git__t_t5601-clone.sh,rm,-f
gnu,human,git_git__t_t5601-clone.sh,echo,
gnu,human,git_git__t_t5601-clone.sh,rm,-r
gnu,human,git_git__t_t5601-clone.sh,rm,-f
gnu,human,git_git__t_t5601-clone.sh,grep,
gnu,human,git_git__t_t5601-clone.sh,grep,
gnu,human,git_git__t_t5601-clone.sh,grep,
gnu,human,git_git__t_t5601-clone.sh,mkdir,
gnu,human,git_git__t_t5601-clone.sh,echo,
gnu,human,git_git__t_t5601-clone.sh,grep,
gnu,human,git_git__t_t5601-clone.sh,echo,
gnu,human,git_git__t_t5601-clone.sh,cp,
gnu,human,git_git__t_t5601-clone.sh,rm,-f
gnu,human,git_git__t_t5601-clone.sh,cp,
gnu,human,git_git__t_t5601-clone.sh,rm,-f
gnu,human,git_git__t_t5601-clone.sh,echo,
gnu,human,git_git__t_t5601-clone.sh,echo,
gnu,human,git_git__t_t5601-clone.sh,echo,
gnu,human,git_git__t_t5601-clone.sh,cp,-R
