file,provenance,repo,path,evidence
pi-hole_pi-hole__advanced_Scripts_setupLCD.sh,human,pi-hole/pi-hole,advanced/Scripts/setupLCD.sh,tree_at_commit_before_2020:8ae03b64
pi-hole_pi-hole__gravity.sh,human,pi-hole/pi-hole,gravity.sh,tree_at_commit_before_2020:8ae03b64
pi-hole_pi-hole__advanced_Scripts_piholeCheckout.sh,human,pi-hole/pi-hole,advanced/Scripts/piholeCheckout.sh,tree_at_commit_before_2020:8ae03b64
pi-hole_pi-hole__advanced_Scripts_list.sh,human,pi-hole/pi-hole,advanced/Scripts/list.sh,tree_at_commit_before_2020:8ae03b64
pi-hole_pi-hole__advanced_Scripts_updatecheck.sh,human,pi-hole/pi-hole,advanced/Scripts/updatecheck.sh,tree_at_commit_before_2020:8ae03b64
pi-hole_pi-hole__advanced_Scripts_database_migration_gravity-db.sh,human,pi-hole/pi-hole,advanced/Scripts/database_migration/gravity-db.sh,tree_at_commit_before_2020:8ae03b64
pi-hole_pi-hole__advanced_Scripts_query.sh,human,pi-hole/pi-hole,advanced/Scripts/query.sh,tree_at_commit_before_2020:8ae03b64
pi-hole_pi-hole__advanced_Scripts_webpage.sh,human,pi-hole/pi-hole,advanced/Scripts/webpage.sh,tree_at_commit_before_2020:8ae03b64
pi-hole_pi-hole__advanced_Scripts_wildcard_regex_converter.sh,human,pi-hole/pi-hole,advanced/Scripts/wildcard_regex_converter.sh,tree_at_commit_before_2020:8ae03b64
pi-hole_pi-hole__advanced_Scripts_update.sh,human,pi-hole/pi-hole,advanced/Scripts/update.sh,tree_at_commit_before_2020:8ae03b64
pi-hole_pi-hole__advanced_Scripts_chronometer.sh,human,pi-hole/pi-hole,advanced/Scripts/chronometer.sh,tree_at_commit_before_2020:8ae03b64
pi-hole_pi-hole__advanced_Scripts_piholeLogFlush.sh,human,pi-hole/pi-hole,advanced/Scripts/piholeLogFlush.sh,tree_at_commit_before_2020:8ae03b64
pi-hole_pi-hole__advanced_Scripts_version.sh,human,pi-hole/pi-hole,advanced/Scripts/version.sh,tree_at_commit_before_2020:8ae03b64
pi-hole_pi-hole__advanced_Scripts_piholeARPTable.sh,human,pi-hole/pi-hole,advanced/Scripts/piholeARPTable.sh,tree_at_commit_before_2020:8ae03b64
acmesh-official_acme.sh__notify_pushover.sh,human,acmesh-official/acme.sh,notify/pushover.sh,tree_at_commit_before_2020:2214507d
acmesh-official_acme.sh__deploy_gcore_cdn.sh,human,acmesh-official/acme.sh,deploy/gcore_cdn.sh,tree_at_commit_before_2020:2214507d
acmesh-official_acme.sh__dnsapi_dns_maradns.sh,human,acmesh-official/acme.sh,dnsapi/dns_maradns.sh,tree_at_commit_before_2020:2214507d
acmesh-official_acme.sh__dnsapi_dns_nw.sh,human,acmesh-official/acme.sh,dnsapi/dns_nw.sh,tree_at_commit_before_2020:2214507d
acmesh-official_acme.sh__dnsapi_dns_myapi.sh,human,acmesh-official/acme.sh,dnsapi/dns_myapi.sh,tree_at_commit_before_2020:2214507d
acmesh-official_acme.sh__dnsapi_dns_aws.sh,human,acmesh-official/acme.sh,dnsapi/dns_aws.sh,tree_at_commit_before_2020:2214507d
acmesh-official_acme.sh__notify_xmpp.sh,human,acmesh-official/acme.sh,notify/xmpp.sh,tree_at_commit_before_2020:2214507d
acmesh-official_acme.sh__dnsapi_dns_regru.sh,human,acmesh-official/acme.sh,dnsapi/dns_regru.sh,tree_at_commit_before_2020:2214507d
acmesh-official_acme.sh__deploy_mysqld.sh,human,acmesh-official/acme.sh,deploy/mysqld.sh,tree_at_commit_before_2020:2214507d
acmesh-official_acme.sh__notify_postmark.sh,human,acmesh-official/acme.sh,notify/postmark.sh,tree_at_commit_before_2020:2214507d
acmesh-official_acme.sh__deploy_ssh.sh,human,acmesh-official/acme.sh,deploy/ssh.sh,tree_at_commit_before_2020:2214507d
acmesh-official_acme.sh__dnsapi_dns_ultra.sh,human,acmesh-official/acme.sh,dnsapi/dns_ultra.sh,tree_at_commit_before_2020:2214507d
acmesh-official_acme.sh__dnsapi_dns_unoeuro.sh,human,acmesh-official/acme.sh,dnsapi/dns_unoeuro.sh,tree_at_commit_before_2020:2214507d
acmesh-official_acme.sh__dnsapi_dns_ali.sh,human,acmesh-official/acme.sh,dnsapi/dns_ali.sh,tree_at_commit_before_2020:2214507d
acmesh-official_acme.sh__dnsapi_dns_nsupdate.sh,human,acmesh-official/acme.sh,dnsapi/dns_nsupdate.sh,tree_at_commit_before_2020:2214507d
acmesh-official_acme.sh__dnsapi_dns_knot.sh,human,acmesh-official/acme.sh,dnsapi/dns_knot.sh,tree_at_commit_before_2020:2214507d
acmesh-official_acme.sh__acme.sh,human,acmesh-official/acme.sh,acme.sh,tree_at_commit_before_2020:2214507d
acmesh-official_acme.sh__notify_pop.sh,human,acmesh-official/acme.sh,notify/pop.sh,tree_at_commit_before_2020:2214507d
acmesh-official_acme.sh__deploy_myapi.sh,human,acmesh-official/acme.sh,deploy/myapi.sh,tree_at_commit_before_2020:2214507d
acmesh-official_acme.sh__dnsapi_dns_dpi.sh,human,acmesh-official/acme.sh,dnsapi/dns_dpi.sh,tree_at_commit_before_2020:2214507d
dehydrated-io_dehydrated__docs_examples_hook.sh,human,dehydrated-io/dehydrated,docs/examples/hook.sh,tree_at_commit_before_2020:e2eeaf7e
discourse_discourse_docker__image_discourse_bench_run_bench.sh,human,discourse/discourse_docker,image/discourse_bench/run_bench.sh,tree_at_commit_before_2020:1b3dd3a4
RetroPie_RetroPie-Setup__scriptmodules_supplementary_pegasus-fe.sh,human,RetroPie/RetroPie-Setup,scriptmodules/supplementary/pegasus-fe.sh,tree_at_commit_before_2020:1a4fea25
RetroPie_RetroPie-Setup__scriptmodules_emulators_mupen64plus.sh,human,RetroPie/RetroPie-Setup,scriptmodules/emulators/mupen64plus.sh,tree_at_commit_before_2020:1a4fea25
RetroPie_RetroPie-Setup__scriptmodules_emulators_retroarch.sh,human,RetroPie/RetroPie-Setup,scriptmodules/emulators/retroarch.sh,tree_at_commit_before_2020:1a4fea25
RetroPie_RetroPie-Setup__scriptmodules_libretrocores_lr-dinothawr.sh,human,RetroPie/RetroPie-Setup,scriptmodules/libretrocores/lr-dinothawr.sh,tree_at_commit_before_2020:1a4fea25
RetroPie_RetroPie-Setup__scriptmodules_libretrocores_lr-mess.sh,human,RetroPie/RetroPie-Setup,scriptmodules/libretrocores/lr-mess.sh,tree_at_commit_before_2020:1a4fea25
RetroPie_RetroPie-Setup__scriptmodules_supplementary_scraper.sh,human,RetroPie/RetroPie-Setup,scriptmodules/supplementary/scraper.sh,tree_at_commit_before_2020:1a4fea25
RetroPie_RetroPie-Setup__scriptmodules_emulators_ags.sh,human,RetroPie/RetroPie-Setup,scriptmodules/emulators/ags.sh,tree_at_commit_before_2020:1a4fea25
RetroPie_RetroPie-Setup__scriptmodules_supplementary_mkarcadejoystick.sh,human,RetroPie/RetroPie-Setup,scriptmodules/supplementary/mkarcadejoystick.sh,tree_at_commit_before_2020:1a4fea25
RetroPie_RetroPie-Setup__scriptmodules_libretrocores_lr-bluemsx.sh,human,RetroPie/RetroPie-Setup,scriptmodules/libretrocores/lr-bluemsx.sh,tree_at_commit_before_2020:1a4fea25
RetroPie_RetroPie-Setup__scriptmodules_emulators_px68k.sh,human,RetroPie/RetroPie-Setup,scriptmodules/emulators/px68k.sh,tree_at_commit_before_2020:1a4fea25
RetroPie_RetroPie-Setup__scriptmodules_emulators_pcsx2.sh,human,RetroPie/RetroPie-Setup,scriptmodules/emulators/pcsx2.sh,tree_at_commit_before_2020:1a4fea25
RetroPie_RetroPie-Setup__scriptmodules_supplementary_splashscreen.sh,human,RetroPie/RetroPie-Setup,scriptmodules/supplementary/splashscreen.sh,tree_at_commit_before_2020:1a4fea25
RetroPie_RetroPie-Setup__scriptmodules_supplementary_emulationstation_configscripts_pifba.sh,human,RetroPie/RetroPie-Setup,scriptmodules/supplementary/emulationstation/configscripts/pifba.sh,tree_at_commit_before_2020:1a4fea25
RetroPie_RetroPie-Setup__tools_sdcard_chroot.sh,human,RetroPie/RetroPie-Setup,tools/sdcard/chroot.sh,tree_at_commit_before_2020:1a4fea25
RetroPie_RetroPie-Setup__scriptmodules_emulators_advmame.sh,human,RetroPie/RetroPie-Setup,scriptmodules/emulators/advmame.sh,tree_at_commit_before_2020:1a4fea25
RetroPie_RetroPie-Setup__scriptmodules_ports_micropolis.sh,human,RetroPie/RetroPie-Setup,scriptmodules/ports/micropolis.sh,tree_at_commit_before_2020:1a4fea25
RetroPie_RetroPie-Setup__scriptmodules_supplementary_xarcade2jstick.sh,human,RetroPie/RetroPie-Setup,scriptmodules/supplementary/xarcade2jstick.sh,tree_at_commit_before_2020:1a4fea25
RetroPie_RetroPie-Setup__scriptmodules_libretrocores_lr-beetle-supergrafx.sh,human,RetroPie/RetroPie-Setup,scriptmodules/libretrocores/lr-beetle-supergrafx.sh,tree_at_commit_before_2020:1a4fea25
RetroPie_RetroPie-Setup__scriptmodules_emulators_residualvm.sh,human,RetroPie/RetroPie-Setup,scriptmodules/emulators/residualvm.sh,tree_at_commit_before_2020:1a4fea25
RetroPie_RetroPie-Setup__scriptmodules_libretrocores_lr-virtualjaguar.sh,human,RetroPie/RetroPie-Setup,scriptmodules/libretrocores/lr-virtualjaguar.sh,tree_at_commit_before_2020:1a4fea25
docker-library_postgres__9.5_alpine_docker-entrypoint.sh,human,docker-library/postgres,9.5/alpine/docker-entrypoint.sh,tree_at_commit_before_2020:52814aba
docker-library_postgres__9.6_docker-entrypoint.sh,human,docker-library/postgres,9.6/docker-entrypoint.sh,tree_at_commit_before_2020:52814aba
docker-library_postgres__docker-entrypoint.sh,human,docker-library/postgres,docker-entrypoint.sh,tree_at_commit_before_2020:52814aba
docker-library_postgres__9.5_docker-entrypoint.sh,human,docker-library/postgres,9.5/docker-entrypoint.sh,tree_at_commit_before_2020:52814aba
docker-library_postgres__12_docker-entrypoint.sh,human,docker-library/postgres,12/docker-entrypoint.sh,tree_at_commit_before_2020:52814aba
docker-library_postgres__11_alpine_docker-entrypoint.sh,human,docker-library/postgres,11/alpine/docker-entrypoint.sh,tree_at_commit_before_2020:52814aba
docker-library_postgres__10_docker-entrypoint.sh,human,docker-library/postgres,10/docker-entrypoint.sh,tree_at_commit_before_2020:52814aba
docker-library_postgres__9.4_alpine_docker-entrypoint.sh,human,docker-library/postgres,9.4/alpine/docker-entrypoint.sh,tree_at_commit_before_2020:52814aba
docker-library_postgres__10_alpine_docker-entrypoint.sh,human,docker-library/postgres,10/alpine/docker-entrypoint.sh,tree_at_commit_before_2020:52814aba
docker-library_postgres__12_alpine_docker-entrypoint.sh,human,docker-library/postgres,12/alpine/docker-entrypoint.sh,tree_at_commit_before_2020:52814aba
debiki_talkyard__wip_upgr-scala-2.13_add-collection-seq-import.sh,llm,debiki/talkyard,wip/upgr-scala-2.13/add-collection-seq-import.sh,"generated by ChatGPT"
GlareDB_glaredb__scripts_assert_cargo_version.sh,llm,GlareDB/glaredb,scripts/assert_cargo_version.sh,"generated by chatgpt"
herd_herdtools7__acl2_asl_bin_run-acl2asl.sh,llm,herd/herdtools7,acl2/asl/bin/run-acl2asl.sh,"generated by chatgpt"
OsProgramadores_op-desafios__checkout-fork.sh,llm,OsProgramadores/op-desafios,checkout-fork.sh,"Generated by ChatGPT"
EchterAlsFake_Porn_Fetch__src_scripts_install.sh,llm,EchterAlsFake/Porn_Fetch,src/scripts/install.sh,"generated by ChatGPT"
yuchanns_dotfiles__sync-dotfiles.sh,llm,yuchanns/dotfiles,sync-dotfiles.sh,"This script was generated"
huang-kun_geeknews__daemon_control.sh,llm,huang-kun/geeknews,daemon_control.sh,"generated by chatgpt"
omegaui_app_fleet__assets_scripts_workspace-switcher.sh,llm,omegaui/app_fleet,assets/scripts/workspace-switcher.sh,"generated by ChatGPT"
JimothyJohn_uptime-visuals__utils_CodeCount.sh,llm,JimothyJohn/uptime-visuals,utils/CodeCount.sh,"generated by ChatGPT"
laodie666_Dom6-autosave__dom6_autosave.sh,llm,laodie666/Dom6-autosave,dom6_autosave.sh,"generated by chatgpt"
tr4cks_power__build_script.sh,llm,tr4cks/power,build_script.sh,"generated by ChatGPT"
TIBTHINK_cbt__git.sh,llm,TIBTHINK/cbt,git.sh,"This script was generated"
michaeltu01_cs1380__non-distribution_t_ts_utils.sh,llm,michaeltu01/cs1380,non-distribution/t/ts/utils.sh,"generated by ChatGPT"
qtplatz_qtplatz__scripts_linux-install-gcc13.sh,llm,qtplatz/qtplatz,scripts/linux-install-gcc13.sh,"This script was generated"
keithmerrilliv_VFI_SIGGRAPH2025__scripts_update-cloudxr-kit-development.sh,llm,keithmerrilliv/VFI_SIGGRAPH2025,scripts/update-cloudxr-kit-development.sh,"generated by ChatGPT"
tools200ms_AlphaWrap__alpha-wrap_auto-sync.sh,llm,tools200ms/AlphaWrap,alpha-wrap/auto-sync.sh,"Generated by chatGPT"
HeuristNetwork_heurist__server_management_server_synchronisation_SSH_setup_setup_ssh_key_auth.sh,llm,HeuristNetwork/heurist,server_management/server_synchronisation/SSH_setup/setup_ssh_key_auth.sh,"Generated by ChatGPT"
Kirby6567_scriptbughuntKirby__public_original-script.sh,llm,Kirby6567/scriptbughuntKirby,public/original-script.sh,"generated by ChatGPT"
quuixly_SteganoAI__main.sh,llm,quuixly/SteganoAI,main.sh,"generated by ChatGPT"
wilson-gv-project_wilson-gv__setup.sh,llm,wilson-gv-project/wilson-gv,setup.sh,"This script was generated"
mboros1_string_manip__generate_random_strings.sh,llm,mboros1/string_manip,generate_random_strings.sh,"generated by ChatGPT"
GoPlugin_pluginv3.0__contracts_scripts_ci_find_slither_report_diff.sh,llm,GoPlugin/pluginv3.0,contracts/scripts/ci/find_slither_report_diff.sh,"generated by ChatGPT"
AutonomoDev_frontier-coding-slm-research__bash.ollama.run_v15_2_passed_prompt.v15-8.deepseek_v3_qwen2.5_32b.sh,llm,AutonomoDev/frontier-coding-slm-research,bash.ollama.run/v15/2/passed/prompt.v15-8.deepseek_v3_qwen2.5_32b.sh,"Auto-generated by ChatGPT"
ugcasa_grbl__core_core.sh,llm,ugcasa/grbl,core/core.sh,"generated by chatGPT"
FlaminG0_Xray-script__tool_xray_config_manage.sh,llm,FlaminG0/Xray-script,tool/xray_config_manage.sh,"generated by ChatGPT"
iloveitaly_dotfiles__install_server.sh,llm,iloveitaly/dotfiles,install/server.sh,"generated by chatgpt"
spralja_dtu02232-F2026-private_set_intersection__scripts_run_experiment.sh,llm,spralja/dtu02232-F2026-private_set_intersection,scripts/run_experiment.sh,"Generated by ChatGPT"
zulumonkeymetallic_bob__create_missing_issues.sh,llm,zulumonkeymetallic/bob,create_missing_issues.sh,"Auto-generated by ChatGPT"
dreamsoft07_chainlink__contracts_scripts_ci_find_slither_report_diff.sh,llm,dreamsoft07/chainlink,contracts/scripts/ci/find_slither_report_diff.sh,"generated by ChatGPT"
DataDog_system-tests__utils_scripts_ssi_wizards_aws_onboarding_wizard.sh,llm,DataDog/system-tests,utils/scripts/ssi_wizards/aws_onboarding_wizard.sh,"This script was generated"
mdvmeijer_system-config__scripts_wofi_wofi-key-value-store.sh,llm,mdvmeijer/system-config,scripts/wofi/wofi-key-value-store.sh,"this script was generated"
kasmtech_openziti_python_client__03_vendor.sh,llm,kasmtech/openziti_python_client,03_vendor.sh,"generated by ChatGPT"
soaringDistributions_ubdist_puddleJumper___prog_features.sh,llm,soaringDistributions/ubdist_puddleJumper,_prog/features.sh,"generated by ChatGPT"
PSR94_TransitionIQ__tools_verify_no_ai_traces.sh,llm,PSR94/TransitionIQ,tools/verify_no_ai_traces.sh,"Generated by ChatGPT"
cu-ecen-aeld_assignments-3-and-later-mu2d2__server_aesdsocket-start-stop.sh,llm,cu-ecen-aeld/assignments-3-and-later-mu2d2,server/aesdsocket-start-stop.sh,"generated by ChatGPT"
fitteia_OneFit-Engine-APIs__Bash_ofe-named-options-chatgpt.sh,llm,fitteia/OneFit-Engine-APIs,Bash/ofe-named-options-chatgpt.sh,"generated by ChatGPT"
dfltbox_guess-that-vtuber__scraper_noduplicates.sh,llm,dfltbox/guess-that-vtuber,scraper/noduplicates.sh,"generated by chatgpt"
x64-elf-sh42_cgvm__bismilla.sh,llm,x64-elf-sh42/cgvm,bismilla.sh,"generated by chatgpt"
gg582_incuspeed__utils_keygen.sh,llm,gg582/incuspeed,utils/keygen.sh,"Generated By ChatGPT"
efficient_sortbloom__prepare_paper_plots.sh,llm,efficient/sortbloom,prepare_paper_plots.sh,"generated by ChatGPT"
api-haus_Xray-script__tool_xray_config_manage.sh,llm,api-haus/Xray-script,tool/xray_config_manage.sh,"generated by ChatGPT"
Khaaz_homelab__src_app-bootstrap_get_proxmox_ip.sh,llm,Khaaz/homelab,src/app-bootstrap/get_proxmox_ip.sh,"Generated by Chatgpt"
1mr124_scripts__encryptedVoid.sh,llm,1mr124/scripts,encryptedVoid.sh,"Generated by ChatGPT"
UW-MLGEO_mlgeo-2023-PNSN-E3WS__PNSN_metadata_AQMS_Queries_Event_Mag_AQMS_event_mag_query.sh,llm,UW-MLGEO/mlgeo-2023-PNSN-E3WS,PNSN_metadata/AQMS_Queries/Event_Mag/AQMS_event_mag_query.sh,"generated by ChatGPT"
nortal_CMZ-chatbots__scripts_create_chat_epic_tickets_remaining.sh,llm,nortal/CMZ-chatbots,scripts/create_chat_epic_tickets_remaining.sh,"generated by ChatGPT"
UCCS-SP25-CS4300-CS5300-1_Group-7-Spring-2025__scripts_check-coverage.sh,llm,UCCS-SP25-CS4300-CS5300-1/Group-7-Spring-2025,scripts/check-coverage.sh,"Generated by chatgpt"
petrosmp_sec_assignments__assignment_6_src_corpus_adblock.sh,llm,petrosmp/sec_assignments,assignment_6/src_corpus/adblock.sh,"generated by ChatGPT"
halitogunc_dotfiles__src_install_binaries.sh,llm,halitogunc/dotfiles,src/install_binaries.sh,"generated by chatgpt"
ManfrediC_prnp-somatic__legacy_src_ubuntu_code_generate_mutation_VCF_find_mutation_original.sh,llm,ManfrediC/prnp-somatic,legacy/src/ubuntu/code/generate_mutation_VCF/find_mutation_original.sh,"generated by ChatGPT"
EmilioLombardo_dotfiles__hyprland_.config_hypr_scripts_move_workspace_preserve_layout.sh,llm,EmilioLombardo/dotfiles,hyprland/.config/hypr/scripts/move_workspace_preserve_layout.sh,"GENERATED BY CHATGPT"
LuxciumProject_monorepo-one__scripts_populate-directories.sh,llm,LuxciumProject/monorepo-one,scripts/populate-directories.sh,"This script was generated"
dinesh-git17_claude-runner__tools_protocol-zero.sh,llm,dinesh-git17/claude-runner,tools/protocol-zero.sh,"generated by claude"
DreamOneX_MyDotfiles__bash_utils_shell-colors.sh,llm,DreamOneX/MyDotfiles,bash/utils/shell-colors.sh,"Generated by ChatGPT"
PSR94_CALLSIGNAL__tools_verify_no_ai_traces.sh,llm,PSR94/CALLSIGNAL,tools/verify_no_ai_traces.sh,"Generated by ChatGPT"
vzcodes_Scriptorium__run.sh,llm,vzcodes/Scriptorium,run.sh,"generated by ChatGPT"
flakpaket_SprayItForward__sprayitfwd.sh,llm,flakpaket/SprayItForward,sprayitfwd.sh,"generated by ChatGPT"
soaringDistributions_ubDistBuild___prog_features.sh,llm,soaringDistributions/ubDistBuild,_prog/features.sh,"generated by ChatGPT"
oboukli_misc-problem-solutions__contrib_create_stub.sh,llm,oboukli/misc-problem-solutions,contrib/create_stub.sh,"generated by ChatGPT"
AshleyJackson_ResearchAndDevelopment__Bash_lsj.sh,llm,AshleyJackson/ResearchAndDevelopment,Bash/lsj.sh,"Generated by ChatGPT"
rwgk_rwgk_config__bin_git_grep_match_ranges.sh,llm,rwgk/rwgk_config,bin/git_grep_match_ranges.sh,"Generated by ChatGPT"
shanematley_dotfiles__bin_mac-convert.sh,llm,shanematley/dotfiles,bin/mac-convert.sh,"Generated by ChatGPT"
osmannyildiz_dotfiles__vscode_install_extensions.sh,llm,osmannyildiz/dotfiles,vscode/install_extensions.sh,"Generated by ChatGPT"
Zman350x_AdvancedComputerSystemsProjects__OctoberProject1_generate-csvs.sh,llm,Zman350x/AdvancedComputerSystemsProjects,OctoberProject1/generate-csvs.sh,"GENERATED BY CHATGPT"
MorphZG_script_automation__backup_dotfiles.sh,llm,MorphZG/script_automation,backup_dotfiles.sh,"Generated by ChatGPT"
JimothyJohn_ojito__utils_CodeCount.sh,llm,JimothyJohn/ojito,utils/CodeCount.sh,"generated by ChatGPT"
faintx_public__tools_xray_config_manager.sh,llm,faintx/public,tools/xray_config_manager.sh,"generated by ChatGPT"
xKirtle_dotfiles__.config_waybar_scripts_toggle-theme.sh,llm,xKirtle/dotfiles,.config/waybar/scripts/toggle-theme.sh,"Generated by ChatGPT"
GamesCrafters_GamesmanOne__gamesman_install.sh,llm,GamesCrafters/GamesmanOne,gamesman_install.sh,"generated by ChatGPT"
iago-costa_dotfiles__scripts_archive_linux_ultimate_tuner_3.sh,llm,iago-costa/dotfiles,scripts/archive/linux_ultimate_tuner_3.sh,"Generated by ChatGPT"
bashln_scripts__old_general-post-install.UNIFIED.sh,llm,bashln/scripts,old/general-post-install.UNIFIED.sh,"generated by ChatGPT"
dinesh-git17_claudehome__tools_protocol-zero.sh,llm,dinesh-git17/claudehome,tools/protocol-zero.sh,"generated by claude"
0lzi_workstation-config__setup.sh,llm,0lzi/workstation-config,setup.sh,"GENERATED BY CHATGPT"
cgyagenticloud_troyskills__add-examples.sh,llm,cgyagenticloud/troyskills,add-examples.sh,"Generated by ChatGPT"
JohT_code-graph-analysis-pipeline__scripts_sortOutExternalJavaJarFiles.sh,llm,JohT/code-graph-analysis-pipeline,scripts/sortOutExternalJavaJarFiles.sh,"generated by ChatGPT"
soaringDistributions_ubDistBuild___prog_core.sh,llm,soaringDistributions/ubDistBuild,_prog/core.sh,"generated by ChatGPT"
romanlefler_SimpleWeather__scripts_unpackcrowdin.sh,llm,romanlefler/SimpleWeather,scripts/unpackcrowdin.sh,"generated by ChatGPT"
celsian_luadns_updater__luadns_updater.sh,llm,celsian/luadns_updater,luadns_updater.sh,"generated by ChatGPT"
yasinuslu_dotfiles__src_install_binaries.sh,llm,yasinuslu/dotfiles,src/install_binaries.sh,"generated by chatgpt"
TIBTHINK_reliqua2.0__git.sh,llm,TIBTHINK/reliqua2.0,git.sh,"This script was generated"
CCCeyon_Cam2Sim__shell-scripts_train_model.sh,llm,CCCeyon/Cam2Sim,shell-scripts/train_model.sh,"Generated by ChatGPT"
HeuristNetwork_heurist__server_management_server_synchronisation_SSH_setup_setup_ssh_key_auth_comprehensive.sh,llm,HeuristNetwork/heurist,server_management/server_synchronisation/SSH_setup/setup_ssh_key_auth_comprehensive.sh,"Generated by ChatGPT"
EchterAlsFake_Osintgram2__install.sh,llm,EchterAlsFake/Osintgram2,install.sh,"Generated by ChatGPT"
ndsvw_SearXNG-WebExtensions__create-all-extensions.sh,llm,ndsvw/SearXNG-WebExtensions,create-all-extensions.sh,"Generated by ChatGPT"
UW-MLGEO_mlgeo-2023-PNSN-E3WS__PNSN_metadata_AQMS_Queries_Event_Mag_Phase_AQMS_event_mag_phase_query.sh,llm,UW-MLGEO/mlgeo-2023-PNSN-E3WS,PNSN_metadata/AQMS_Queries/Event_Mag_Phase/AQMS_event_mag_phase_query.sh,"generated by ChatGPT"
NonDairyNeutrino_advent_of_code__2024_setup.sh,llm,NonDairyNeutrino/advent_of_code,2024/setup.sh,"This script was generated"
biggycao_BJL__scripts_part.sh,llm,biggycao/BJL,scripts/part.sh,"Generated by ChatGPT"
auto-d_math-sft__eval_checkpoints.sh,llm,auto-d/math-sft,eval_checkpoints.sh,"Generated by ChatGPT"
deeptir18_cornflakes-scripts__format-cdn.sh,llm,deeptir18/cornflakes-scripts,format-cdn.sh,"generated by chatgpt"
TIBTHINK_cbt_board__git.sh,llm,TIBTHINK/cbt_board,git.sh,"This script was generated"
josoa-ramaroson_lab-notes__aws-lab_day 31 - Configuring a Private RDS Instance for Application Development.sh,llm,josoa-ramaroson/lab-notes,aws-lab/day 31 - Configuring a Private RDS Instance for Application Development.sh,"generated by chatGPT"
0gfoundation_0g-da-node__dev_support_download_params.sh,llm,0gfoundation/0g-da-node,dev_support/download_params.sh,"Generated by GPT"
misaka10987_aura-vitrea__build.sh,llm,misaka10987/aura-vitrea,build.sh,"generated by GPT"
Z3RO-O_git-contribution-automation__automation.sh,llm,Z3RO-O/git-contribution-automation,automation.sh,"generated by gpt"
GSAPP-CDP_colloquium-1-2024__work__scripts_rename_featured.sh,llm,GSAPP-CDP/colloquium-1-2024,work/_scripts/rename_featured.sh,"Generated by gpt"
anjireddym-git_tiny-pretrain-lab__scripts_download_data.sh,llm,anjireddym-git/tiny-pretrain-lab,scripts/download_data.sh,"generated by GPT"
Chainichek_hackathon-template__script_centos_docker.sh,llm,Chainichek/hackathon-template,script/centos/docker.sh,"Generated by GPT"
AiondaDotCom_gpt-httpd__gpt-httpd.sh,llm,AiondaDotCom/gpt-httpd,gpt-httpd.sh,"Generated by gpt"
micha31r_fds__setup.sh,llm,micha31r/fds,setup.sh,"generated by GPT"
andylee-24_utils__add_lyrics.sh,llm,andylee-24/utils,add_lyrics.sh,"generated by GPT"
LingmoOS-Testing_LingmoNix-Starter__autoprocess_hyprland.sh,llm,LingmoOS-Testing/LingmoNix-Starter,autoprocess/hyprland.sh,"Generated by GPT"
arjablc_dotfiles__scripts_.config_scripts_install.sh,llm,arjablc/dotfiles,scripts/.config/scripts/install.sh,"generated by gpt"
jaircelisv_DayZero-voice-onboard__skill_dayzero-voice-onboard_entrypoints_demo.sh,llm,jaircelisv/DayZero-voice-onboard,skill/dayzero-voice-onboard/entrypoints/demo.sh,"generated by GPT"
BerkeleyAutomation_LifelongLERFROS__run_navigation.sh,llm,BerkeleyAutomation/LifelongLERFROS,run_navigation.sh,"Generated by GPT"
crithead_misc-tools__scripts_disk-rsync-backup.sh,llm,crithead/misc-tools,scripts/disk-rsync-backup.sh,"Generated by gpt"
ShelbySolomonDarnell_GN-LLM-Hacking__gnqa_eval_src_run_human_datasets.sh,llm,ShelbySolomonDarnell/GN-LLM-Hacking,gnqa_eval/src/run_human_datasets.sh,"generated by gpt"
tsanghan_kind-lab-env-on-cloud-shell__setup.sh,llm,tsanghan/kind-lab-env-on-cloud-shell,setup.sh,"AI generated"
zeligism_PSI-LoRA__scripts_gpu_count.sh,llm,zeligism/PSI-LoRA,scripts/gpu_count.sh,"generated by GPT"
dimensigon_HDB-HeliosDB-Proxy__demos_v0.4.0_12-ai-classifier_demo.sh,llm,dimensigon/HDB-HeliosDB-Proxy,demos/v0.4.0/12-ai-classifier/demo.sh,"generated by GPT"
Chainichek_hackathon-template__script_centos_microk8s.sh,llm,Chainichek/hackathon-template,script/centos/microk8s.sh,"Generated by GPT"
GSAPP-CDP_colloquium-1-2024__work__scripts_convert_png_to_jpg.sh,llm,GSAPP-CDP/colloquium-1-2024,work/_scripts/convert_png_to_jpg.sh,"Generated by gpt"
taoky_scripts__hardware_cpuoff.sh,llm,taoky/scripts,hardware/cpuoff.sh,"Generated by GPT"
0gfoundation_0g-da-encoder__dev_support_download_params.sh,llm,0gfoundation/0g-da-encoder,dev_support/download_params.sh,"Generated by GPT"
JNZader_javi-forge__ci-local_hooks_commit-msg.test.sh,llm,JNZader/javi-forge,ci-local/hooks/commit-msg.test.sh,"Generated by GPT"
leszkolukasz_latte-compiler__test_test.sh,llm,leszkolukasz/latte-compiler,test/test.sh,"Generated by GPT"
DolomegaTrade_0g-da-node__dev_support_download_params.sh,llm,DolomegaTrade/0g-da-node,dev_support/download_params.sh,"Generated by GPT"
kovtun-mykola_0g-da-node__dev_support_download_params.sh,llm,kovtun-mykola/0g-da-node,dev_support/download_params.sh,"Generated by GPT"
